Old Number,Unit,Old Street,ApartmentNumber,Number,Street,Suburb,PostalCode,State,Status,Final Status,Latitude,Longitude,Type,Language,Notes,Other Notes,Missing Fields
17,,"Black Shed Road, Flat Bush",,17,Black Shed Road,Flat Bush,2016,Auckland,At Home,Pass,-36.9823094,174.9308919,House,,,,
1,B,"Frontier Lane, Flat Bush",,1/UnitB,Frontier Lane,Flat Bush,2016,Auckland,At Home,Pass,-36.98463,174.92723,House,,,,
26,,"Black Shed Road, Flat Bush",,26,Black Shed Road,Flat Bush,2016,Auckland,At Home,Pass,-36.9832528,174.9311206,House,,,,
396,8,"Panama Road, Mount Wellington",,396/Unit8,Panama Road,Mount Wellington,1060,Auckland,At Home,Pass,-36.928494,174.8556276,House,,,,
72,A,"Maybury Street, Glen Innes",,72/UnitA,Maybury Street,Glen Innes,1072,Auckland,At Home,Pass,-36.8804401,174.8577275,House,,Has a garden,,
203,5,"Tobruk Road, Panmure",,203/Unit5,Tobruk Road,Panmure,1072,Auckland,At Home,Pass,-36.8908107,174.864755,House,,,,
4,,"Kouras Place, Flat Bush",,4,Kouras Place,Flat Bush,2016,Auckland,At Home,Pass,-36.9602687,174.9326934,House,,,,
2,,"Manahi Lane, Panmure",,2,Manahi Lane,Panmure,1072,Auckland,At Home,Pass,-36.892361,174.8657013,House,,,,
13,3,"Mareth Street, Panmure",,13/Unit3,Mareth Street,Panmure,1072,Auckland,At Home,Pass,-36.8985119,174.8641537,House,,,,
8,,"Melness Place, Flat Bush",,8,Melness Place,Flat Bush,2016,Auckland,At Home,Pass,-36.9597011,174.9335556,House,,,,
3,,"Takrouna Lane, Panmure",,3,Takrouna Lane,Panmure,1072,Auckland,At Home,Pass,-36.8921305,174.8645838,House,,,,
2,C,"Tobruk Road, Panmure",,2/UnitC,Tobruk Road,Panmure,1072,Auckland,At Home,Pass,-36.891124,174.8641183,House,,,,
23,,"Woolaston Place, Flat Bush",,23,Woolaston Place,Flat Bush,2016,Auckland,At Home,Pass,-36.9618626,174.9360875,House,,,,
19,,"Dunkirk Road, Panmure",,19,Dunkirk Road,Panmure,1072,Auckland,At Home,Pass,-36.8997216,174.8647955,House,,,,
39,,"Oran Road, Panmure",,39,Oran Road,Panmure,1072,Auckland,At Home,Pass,-36.8917198,174.8616766,House,,,,
3,,"Woolaston Place, Flat Bush",,3,Woolaston Place,Flat Bush,2016,Auckland,At Home,Pass,-36.9616028,174.9344512,House,,,,
28,1,"Oran Road, Panmure",,28/Unit1,Oran Road,Panmure,1072,Auckland,At Home,Pass,-36.8917808,174.860924,House,,,,
35,B,"Coral Crescent, Panmure",,35/UnitB,Coral Crescent,Panmure,1072,Auckland,At Home,Pass,-36.8979968,174.863436,House,,,,
18,,"Coral Crescent, Panmure",,18,Coral Crescent,Panmure,1072,Auckland,At Home,Pass,-36.8980153,174.8628153,House,,,,
6,D,"Ravello Rise, Flat Bush",,6/UnitD,Ravello Rise,Flat Bush,2016,Auckland,At Home,Pass,-36.963657,174.937863,House,,,,
7,,"Bendemeer Place, Flat Bush",,7,Bendemeer Place,Flat Bush,2016,Auckland,At Home,Pass,-36.9580766,174.9358239,House,,,,
56,,"Packspur Drive, Flat Bush",,56,Packspur Drive,Flat Bush,2016,Auckland,At Home,Pass,-36.9578331,174.9344748,House,,,,
2,E,"Alamein Road, Panmure",,2/UnitE,Alamein Road,Panmure,1072,Auckland,At Home,Pass,-36.8954711,174.863104,House,,,,
93,A,"Archmillen Avenue, Pakuranga Heights",,93/UnitA,Archmillen Avenue,Pakuranga Heights,2010,Auckland,At Home,Pass,-36.9083836,174.8921549,House,,,,
11,7,"Lewis Road, Pakuranga",,11/Unit7,Lewis Road,Pakuranga,2010,Auckland,At Home,Pass,-36.910527,174.8779974,House,,,,
17,,"Ayr Road, Pakuranga",,17,Ayr Road,Pakuranga,2010,Auckland,At Home,Pass,-36.91259568,174.8764167,House,,,,
14,4,"Ayr Road, Pakuranga",,14/Unit4,Ayr Road,Pakuranga,2010,Auckland,At Home,Pass,-36.9125631,174.8762328,House,,,,
4,B,"Bennett Road, Pakuranga",,4/UnitB,Bennett Road,Pakuranga,2010,Auckland,At Home,Pass,-36.9112249,174.8767627,House,,,,
5,8,"Ayr Road, Pakuranga",,5/Unit8,Ayr Road,Pakuranga,2010,Auckland,At Home,Pass,-36.9117638,174.87506,House,,,,
11,B,"Acmena Lane, Pakuranga",,11/UnitB,Acmena Lane,Pakuranga,2010,Auckland,At Home,Pass,-36.9074504,174.8829407,House,,,,
76,B,"Caspar Road, Papatoetoe",,76/UnitB,Caspar Road,Papatoetoe,2025,Auckland,At Home,Pass,-36.9752498,174.8794669,House,,,,
2,60,"La Trobe Street, Pakuranga Heights",,2/Unit60,La Trobe Street,Pakuranga Heights,2010,Auckland,At Home,Pass,-36.9131532,174.8925704,House,,,,
32,,"Cascades Road, Highland Park",,32,Cascades Road,Highland Park,2010,Auckland,At Home,Pass,-36.9063683,174.8966008,House,,Clinic,,
1,,"Paulange Place, Pakuranga Heights",,1,Paulange Place,Pakuranga Heights,2010,Auckland,At Home,Pass,-36.9132777,174.8920685,House,,,,
76,,"La Trobe Street, Pakuranga Heights",,76,La Trobe Street,Pakuranga Heights,2010,Auckland,At Home,Pass,-36.9178832,174.8910332,House,,,,
5,,"Ware Place, Pakuranga Heights",,5,Ware Place,Pakuranga Heights,2010,Auckland,At Home,Pass,-36.9102774,174.888323,House,,,,
12,,"Ware Place, Pakuranga Heights",,12,Ware Place,Pakuranga Heights,2010,Auckland,At Home,Pass,-36.90973,174.8885391,House,,,,
101,,"Beechdale Crescent, Pakuranga Heights",,101,Beechdale Crescent,Pakuranga Heights,2010,Auckland,At Home,Pass,-36.9147663,174.886663,House,,,,
80,A,"Taniwha Street, Glen Innes",,80/UnitA,Taniwha Street,Glen Innes,1072,Auckland,At Home,Pass,-36.8777229,174.8557731,House,,,,
4,,"Idesia Place, Totara Heights",,4,Idesia Place,Totara Heights,2105,Auckland,At Home,Pass,-37.0054437,174.8983126,House,,,,
34,,"Calluna Crescent, Totara Heights",,34,Calluna Crescent,Totara Heights,2105,Auckland,At Home,Pass,-37.0027724,174.9054622,House,,,,
3,,"Leven Lane, Totara Heights",,3,Leven Lane,Totara Heights,2105,Auckland,At Home,Pass,-37.0024291,174.8963422,House,,,,
16,,"Leven Lane, Totara Heights",,16,Leven Lane,Totara Heights,2105,Auckland,At Home,Pass,-37.0026201,174.8960208,House,,,,
52,,"Goodwood Drive, Goodwood Heights",,52,Goodwood Drive,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9946481,174.9037509,House,,,,
81,B,"Hattaway Avenue, Bucklands Beach",,81/UnitB,Hattaway Avenue,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8676829,174.9039993,House,,,,
81,A,"Hattaway Avenue, Bucklands Beach",,81/UnitA,Hattaway Avenue,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8676829,174.9039993,House,,,,
43,,"Waller Avenue, Bucklands Beach",,43,Waller Avenue,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8656784,174.9048693,House,,,,
3,,"Vetori Place, Clover Park",,3,Vetori Place,Clover Park,2023,Auckland,At Home,Pass,-36.9796175,174.8902798,House,,,,
9,,"Rimini Place, Clover Park",,9,Rimini Place,Clover Park,2023,Auckland,At Home,Pass,-36.9797768,174.8880081,House,,,,
30,,"Devon Road, Bucklands Beach",,30,Devon Road,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8636252,174.905209,House,,,,
19,A,"Zelda Avenue, Clover Park",,19/UnitA,Zelda Avenue,Clover Park,2023,Auckland,At Home,Pass,-36.9783655,174.8960621,House,,,,
12,,"Zelda Avenue, Clover Park",,12,Zelda Avenue,Clover Park,2023,Auckland,At Home,Pass,-36.9776154,174.8954165,House,,,,
3,,"Zelda Avenue, Clover Park",,3,Zelda Avenue,Clover Park,2023,Auckland,At Home,Pass,-36.9775669,174.8947587,House,,,,
17,A,"Janome Place, Bucklands Beach",,17/UnitA,Janome Place,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8882018,174.9181841,House,,,,
15,,"Janome Place, Bucklands Beach",,15,Janome Place,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8881466,174.9178916,House,,,,
8,,"Baltersan Drive, Flat Bush",,8,Baltersan Drive,Flat Bush,2016,Auckland,At Home,Pass,-36.9497678,174.9117913,House,,,,
5,,"Carbisdale Road, Flat Bush",,5,Carbisdale Road,Flat Bush,2016,Auckland,At Home,Pass,-36.9502636,174.915311,House,,,,
124,,"Gracechurch Drive, Flat Bush",,124,Gracechurch Drive,Flat Bush,2016,Auckland,At Home,Pass,-36.9497742,174.9141974,House,,Malaysian Chinese,,
18,,"Priestley Drive, Bucklands Beach",,18,Priestley Drive,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8847834,174.9136025,House,,,,
17,,"Priestley Drive, Bucklands Beach",,17,Priestley Drive,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8848205,174.9130555,House,,,,
22,,"Priestley Drive, Bucklands Beach",,22,Priestley Drive,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8850671,174.9132581,House,,,,
12,A,"Mediterranean Way, Goodwood Heights",,12/UnitA,Mediterranean Way,Goodwood Heights,2105,Auckland,At Home,Pass,-36.996783,174.892146,House,,,,
3,,"Boeing Place, Goodwood Heights",,3,Boeing Place,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9938896,174.8926579,House,,,,
28,,"Chieftain Rise, Goodwood Heights",,28,Chieftain Rise,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9923717,174.8931868,House,,,,
41,,"Dissmeyer Drive, Clover Park",,41,Dissmeyer Drive,Clover Park,2023,Auckland,At Home,Pass,-36.9818946,174.8972261,House,,,,
18,6,"Hutchinsons Road, Bucklands Beach",,18/Unit6,Hutchinsons Road,Bucklands Beach,2012,Auckland,At Home,Pass,-36.89647,174.9103,House,,,,
143,,"Boundary Road, Clover Park",,143,Boundary Road,Clover Park,2023,Auckland,At Home,Pass,-36.9841388,174.8978368,House,,,,
42,1,"Cherry Road, Bucklands Beach",,42/Unit1,Cherry Road,Bucklands Beach,2012,Auckland,At Home,Pass,-36.89239,174.90751,House,,,,
20,,"Cherry Road, Bucklands Beach",,20,Cherry Road,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8951183,174.9100406,House,,,,
25,B,"Jandell Crescent, Bucklands Beach",,25/UnitB,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8881016,174.9161169,House,,,,
25,D,"Jandell Crescent, Bucklands Beach",,25/UnitD,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8881016,174.9161169,House,,,,
27,D,"Jandell Crescent, Bucklands Beach",,27/UnitD,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8879757,174.9159809,House,,,,
23,,"Jandell Crescent, Bucklands Beach",,23,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8881408,174.9155552,House,,,,
50,A,"Jandell Crescent, Bucklands Beach",,50/UnitA,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8873721,174.9154027,House,,,,
52,,"Jandell Crescent, Bucklands Beach",,52,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.887462,174.9156673,House,,,,
42,,"Jandell Crescent, Bucklands Beach",,42,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.88771162,174.9150644,House,,,,
36,C,"Jandell Crescent, Bucklands Beach",,36/UnitC,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8877488,174.914415,House,,,,
36,B,"Jandell Crescent, Bucklands Beach",,36/UnitB,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8877488,174.914415,House,,,,
13,,"Jandell Crescent, Bucklands Beach",,13,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8884864,174.9153941,House,,,,
7,,"Jandell Crescent, Bucklands Beach",,7,Jandell Crescent,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8888781,174.9150513,House,,,,
105,A,"Tarawera Terrace, Saint Heliers",,105/UnitA,Tarawera Terrace,Saint Heliers,1071,Auckland,At Home,Pass,-36.8588499,174.8468428,House,,,,
96,,"Tarawera Terrace, Saint Heliers",,96,Tarawera Terrace,Saint Heliers,1071,Auckland,At Home,Pass,-36.8605896,174.8473857,House,,,,
10,,"Sesame Grove, Goodwood Heights",,10,Sesame Grove,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9960987,174.9003535,House,,,,
14,,"Vireya Court, Goodwood Heights",,14,Vireya Court,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9968117,174.901639,House,,Vietnamese but and Cantonese,,
5,,"Elsted Place, Goodwood Heights",,5,Elsted Place,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9896572,174.9010796,House,,,,
1,,"Elsted Place, Goodwood Heights",,1,Elsted Place,Goodwood Heights,2105,Auckland,At Home,Pass,-36.989782,174.9006376,House,,,,
10,,"Goodwood Drive, Goodwood Heights",,10,Goodwood Drive,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9907979,174.9008283,House,,,,
14,,"Goodwood Drive, Goodwood Heights",,14,Goodwood Drive,Goodwood Heights,2105,Auckland,At Home,Pass,-36.991125,174.9011383,House,,,,
78,B,"Ransom Smyth Drive, Goodwood Heights",,78/UnitB,Ransom Smyth Drive,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9968055,174.8984807,House,,,,
24,,"Hurstbourn Priors, Goodwood Heights",,24,Hurstbourn Priors,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9906655,174.9023083,House,,,,
26,,"Hurstbourn Priors, Goodwood Heights",,26,Hurstbourn Priors,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9905133,174.9025471,House,,,,
37,,"Ribbonwood Crescent, Goodwood Heights",,37,Ribbonwood Crescent,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9958018,174.9014111,House,,,,
1,,"Maugham Drive, Bucklands Beach",,1,Maugham Drive,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8857435,174.9170601,House,,,,
115,,"Macleans Road, Bucklands Beach",,115,Macleans Road,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8857942,174.9194061,House,,,,
115,A,"Macleans Road, Bucklands Beach",,115/UnitA,Macleans Road,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8857942,174.9194061,House,,,,
51,C,"Priestley Drive, Bucklands Beach",,51/UnitC,Priestley Drive,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8871185,174.9116927,House,,,,
47,,"Cloonlyon Drive, Flat Bush",,47,Cloonlyon Drive,Flat Bush,2016,Auckland,At Home,Pass,-36.9830474,174.9117673,House,,,,
5,A,"Vanbrugh Place, Bucklands Beach",,5/UnitA,Vanbrugh Place,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8871929,174.9107754,House,Cantonese,,,
8,,"Pickaberry Avenue, Karaka",,8,Pickaberry Avenue,Karaka,2113,Auckland,At Home,Pass,-37.0761065,174.9243306,House,,,,
18,,"Sikkim Crescent, Clover Park",,18,Sikkim Crescent,Clover Park,2023,Auckland,At Home,Pass,-36.9901827,174.8893221,House,,,,
32,C,"Sikkim Crescent, Clover Park",,32/UnitC,Sikkim Crescent,Clover Park,2023,Auckland,At Home,Pass,-36.989931,174.8879629,House,,,,
274,,"Harbourside Drive, Karaka",,274,Harbourside Drive,Karaka,2113,Auckland,At Home,Pass,-37.0635083,174.9188165,House,,,,
32,,"Bayvista Drive, Karaka",,32,Bayvista Drive,Karaka,2113,Auckland,At Home,Pass,-37.0837157,174.9202259,House,,,,
32,A,"Sikkim Crescent, Clover Park",,32/UnitA,Sikkim Crescent,Clover Park,2023,Auckland,At Home,Pass,-36.989931,174.8879629,House,,,,
7,B,"Diorella Drive, Clover Park",,7/UnitB,Diorella Drive,Clover Park,2023,Auckland,At Home,Pass,-36.9898061,174.8916498,House,,,,
5,,"Otereti Street, Flat Bush",,5,Otereti Street,Flat Bush,2016,Auckland,At Home,Pass,-36.9827328,174.9267406,House,,,,
19,1,"Ervine Place, Bucklands Beach",,19/Unit1,Ervine Place,Bucklands Beach,2012,Auckland,At Home,Pass,-36.8887423,174.9139662,House,,,,
24,,"Ewhurst Place, Goodwood Heights",,24,Ewhurst Place,Goodwood Heights,2105,Auckland,At Home,Pass,-36.9936434,174.9011887,House,,,,
1,,"Wairere Road, The Gardens",,,Wairere Road,The Gardens,2105,Auckland,Custom3,Pass,-37.0086929,174.9185696,House,,"Please refer to ""New Streets"" for more information",,Number
5,,"Dawood Place, The Gardens",,,Dawood Place,The Gardens,2105,Auckland,Custom3,Pass,-37.0025411,174.922573,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Kirrihake Crescent, The Gardens",,,Kirrihake Crescent,The Gardens,2105,Auckland,Custom3,Pass,,,House,,"Please refer to ""New Streets"" for more information",,Latitude;Longitude;Number
1,,"Manara Place, The Gardens",,,Manara Place,The Gardens,2105,Auckland,Custom3,Pass,-37.0034961,174.9217146,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Totara Bridle Path, The Gardens",,,Totara Bridle Path,The Gardens,2105,Auckland,Custom3,Pass,-37.0025633,174.9173093,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Oakwood Place, The Gardens",,,Oakwood Place,The Gardens,2105,Auckland,Custom3,Pass,-37.2088419,174.8938591,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Henriette Place, The Gardens",,,Henriette Place,The Gardens,2105,Auckland,Custom3,Pass,-37.0024752,174.9246163,House,,"Please refer to ""New Streets"" for more information",,Number
3,,"Chapel Crescent, The Gardens",,,Chapel Crescent,The Gardens,2105,Auckland,Custom3,Pass,-37.06815992,174.9447555,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Aldora Place, The Gardens",,,Aldora Place,The Gardens,2105,Auckland,Custom3,Pass,-36.92565,174.72433,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Baylos Place, The Gardens",,,Baylos Place,The Gardens,2105,Auckland,Custom3,Pass,,,House,,"Please refer to ""New Streets"" for more information",,Latitude;Longitude;Number
1,,"Nazara Place, The Gardens",,,Nazara Place,The Gardens,2105,Auckland,Custom3,Pass,-36.72589,174.68879,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Ellis Court, The Gardens",,,Ellis Court,The Gardens,2105,Auckland,Custom3,Pass,-36.91543582,174.7228102,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Phoenixia Court, The Gardens",,,Phoenixia Court,The Gardens,2105,Auckland,Custom3,Pass,,,House,,"Please refer to ""New Streets"" for more information",,Latitude;Longitude;Number
1,,"Charles Prevost Drive, The Gardens",,,Charles Prevost Drive,The Gardens,2105,Auckland,Custom3,Pass,-37.0120216,174.9127089,House,,"Please refer to ""New Streets"" for more information",,Number
1,,"Saint Maron Rise, The Gardens",,,Saint Maroun Rise,The Gardens,2105,Auckland,Custom3,Fail,-37.00226065,174.9228323,House,,"Please refer to ""New Streets"" for more information",Fail: Street+Suburb does not match Old Street,Number
